,Slang,Meaning
4178,Rizzler,Person with lots of charisma
4179,rjct,reject
4180,rl,real life
4181,rlbf,Real Life Boy Friend
4182,rlf,Real Life Friend
4183,rlg,really loud giggle
4184,rlgf,Real Life Girl Friend
4185,rlh,run like hell
4186,rlly,really
4187,rln,real life name
4188,rly,really
4189,rlz,rules
4190,rlze,realize
4191,rm,room
4192,rmao,rolling my ass off
4193,rme,rolling my eyes
4194,rmr,remember
4195,rmso,Rock My socks off
4196,rn,Right now
4197,rng,random number generator
4198,rnt,aren't
4199,ro,rock out
4200,rockr,rocker
4201,rodger,affirmative
4202,rofalol,roll on the floor and laugh out loud
4203,rofc,Rolling On Floor Crying
4204,roffle,rolling on the floor laughing
4205,roffle out loud,rolling on the floor laughing out loud
4206,rofflecake,rolling on the floor laughing
4207,rofflecopters,rolling on the floor with laughter
4208,roffleol,rolling on the floor laughing out loud
4209,roffles,rolling on floor laughing
4210,rofflmfao,rolling on the floor laughing my f**king ass
4211,rofl,rolling on the floor laughing
4212,rofl&pmp,rolling on floor laughing and peeing my pants
4213,roflao,rolling on the floor laughing my ass off
4214,roflastc,Rolling On Floor Laughing And Scaring The Cat
4215,roflcopter,Rolling on the floor laughing
4216,roflcopters,"rolling on the floor laughing, VERY funny."
4217,roflkmd,rolling on the floor laughing kicking my dog
4218,rofllh,rolling on the floor laughing like hell
4219,roflmao,rolling on the floor laughing my ass off
4220,roflmaoapimp,rolling on the floor laughing my ass off and peeing in my pants
4221,roflmaool,Rolling on the floor laughing my ass off out loud
4222,ROFLMAOPIMP,Rolling On Floor Laughing My Ass Off Peeing In My Pants
4223,roflmaopmp,"rolling on the floor, laughing my ass off, pissing my pants"
4224,roflmaouts,Rolling on floor laughing my f**king ass off unable to speak
4225,roflmaowpimp,rolling on floor laughing my ass off while peeing in my pants
4226,roflmbfao,Rolling On Floor Laughing My Big Fat Ass Off 
4227,roflmbo,rolling on floor laughing my butt off
4228,roflmfao,rolling on the floor laughing my f**king ass off
4229,roflmfaopimp,rolling on the floor laughing my f**king ass off pissing in my pants
4230,roflmfaopmp,rolling on flor laughing my f**king ass of peeing my pants
4231,roflmgao,rolling on the floor laughing my gay ass off
4232,roflmgdao,rolling on the floor laughing my god damn ass off
4233,roflmgdmfao,roling on floor laughing my god damn mother f**king ass off
4234,roflmgo,Rolling On Floor Laughing My Guts Out
4235,roflmho,Rolling on the floor laughing my head off
4236,roflmiaha,Rolling on the floor laughing myself into a heart attack
4237,roflmmfao,rolling on the floor laughing my mother f**king ass off
4238,roflol,rolling on floor laughing out loud
4239,roflolbag,Rolling On The Floor Laughing Out Loud Busting A Gut
4240,roflpimp,rolling on the floor laughing pissing in my pants
4241,roflpmp,rolling on the floor laughing peeing my pants
4242,roflwtime,Rolling on the Floor laughing with tears in my eyes
4243,rofpml,rolling on the floor pissing myself laughing
4244,rofwl,Rolling on the floor while laughing
4245,roger,affirmative
4246,rogl,rolling on ground laughing
4247,roglmfao,rolling on ground laughing my f**king ass off
4248,roi,Return On Investment
4249,roids,steroids
4250,roj,affirmative
4251,rol,rolling over laugihng
4252,rolmao,Rolling Over Laughing My Ass Off
4253,rolmfao,rolling over laughing my f**king ass off
4254,romalsh,rolling on my ass laughing so hard
4255,rombl,rolled off my bed laughing
4256,rong,wrong
4257,roofles,rolling on the floor laughing
4258,ror,raughing out roud
4259,rotf,rolling on the floor
4260,rotfalol,roll on the floor and laugh out loud
4261,rotffl,roll on the f**king floor laughing
4262,rotfflmao,rolling on the f**king floor laughing my ass off
4263,rotfflmfao,rolling on the f**king floor laughing my f**king ass off
4264,rotfl,rolling on the floor laughing
4265,rotflaviab,rolling on the floor laughing and vomiting in a bucket
4266,rotflmao,rolling on the floor laughing my ass off
4267,rotflmaofaktd,Rolling on the floor laughing my ass off farted and killed the dog
4268,rotflmaool,rolling on the floor laughing my ass off out loud
4269,rotflmaostc,rolling on the floor laughing my ass off scaring the cat
4270,rotflmbo,rolling on the floor laughing my butt off
4271,rotflmfao,rolling on the floor laughing my f**king ass off
4272,rotflmfaopimp,rolling on the floor laughing my f**king ass off peeing in my pants
4273,rotflmfaopmp,rolling on the floor laughing my ass off pissin my pants
4274,rotflmfho,rolling on the floor laughing my f**king head off
4275,rotflmho,rolling on the floor laughing my head off
4276,rotflmmfao,rolling on the floor laughing my mother f**king ass off
4277,rotflol,rolling on the floor laughing out loud
4278,rotfpm,rolling on the floor pissing myself
4279,rotfwlmao,rolling on the floor while laughing my ass off
4280,rotg,rolling on the ground
4281,rotgl,roll on the ground laughing
4282,rotglmao,rolling on the ground laughing my ass off
4283,rotw,rest of the world
4284,rowyco,rock out with your c**k out
4285,rox,rocks
4286,roxor,rock
4287,roxorz,rocks
4288,roxxor,rock
4289,rp,roleplay
4290,rpg,role playing game
4291,rpita,royal pain in the ass
4292,rplbk,reply back
4293,rpo,royally pissed off
4294,rpt,report
4295,rq,real quick
4296,rr,rest room
4297,rrb,restroom break
4298,rs,relationship
4299,rsn,real soon now
4300,rsp,respawn
4301,rspct,respect
4302,rsps,Runescape Private Server
4303,RT,retweet
4304,rta,read the article
4305,rtard,ret*rd
4306,rtbq,Read The Blinking Question
4307,rtf,return the favor
4308,rtfa,read the f**king article
4309,rtffp,Read the f**king front page
4310,rtfm,read the f**king manual
4311,rtfmfm,read the f**king manual f**king moron
4312,rtfmm,read the f**king manual moron
4313,rtfms,Read The f**king Manual Stupid
4314,rtfp,read the f**king post
4315,rtfq,Read The f**king Question
4316,rtfs,read the f**king summary
4317,rtfu,Ready the f**k up
4318,rtg,ready to go
4319,rtl,report the loss
4320,rtm,read the manual
4321,rtr,Read the Rules
4322,rtry,retry
4323,rts,Real-time strategy
4324,ru,are you
4325,ru18,are you 18
4326,rua,are you alone
4327,ruabog,are you a boy or girl
4328,ruagoab,are you a girl or a boy
4329,rubz2nt,are you busy tonight
4330,rufkm,are you f**king kidding me
4331,rugay,are you gay
4332,rugta,are you going to answer
4333,ruh,are you horny
4334,ruk,are you ok?
4335,rukm,are you kidding me
4336,rul8,Are you late
4337,rumf,Are you male or female
4338,ruok,are you ok?
4339,rur,are you ready
4340,rut,are you there
4341,ruwm,are you watching me
4342,rwb,Rich White b***h
4343,rys,are you single
4344,ryt,right
4345,ryte,right
4346,*s*,smile
4347,psl,Pumpkin Spice Latte
4348,s'ok,it's okay
4349,s'pose,suppose
4350,s'up,what is up
4351,s.i.n.g.l.e,"Stay intoxicated nightly, get laid everyday."
4352,s.i.t.,stay in touch
4353,s.o.a.b.,son of a b***h
4354,s.o.b.,son of a b***h
4355,s.w.a.k.,sealed with a kiss
4356,s/b,should be
4357,s2a,sent to all
4358,s2bu,Sucks to be you
4359,s2g,swear to god
4360,s2r,send to receive
4361,s2u,same to you
4362,s2us,Speak to you soon
4363,s3x,Sex.
4364,s4se,Sight For Sore Eyes
4365,s8ter,skater
4366,sab,slap a b***h
4367,SaBoD,Suck a Bag of Dicks
4368,safm,stay away from me
4369,sagn,Spelling and Grammar Nazi
4370,sah,sexy as hell
4371,sahm,stay at home mom
4372,sase,self addressed stamped envelope
4373,sbc,sorry bout caps
4374,sbcg4ap,strongbads cool game for attractive people
4375,sbd,silent but deadly
4376,sblai,stop babbaling like an idiot
4377,sbrd,so bored
4378,sbs,such bull s**t
4379,sbt,sorry bout that
4380,Schl,School
4381,scnr,"sorry, I couldn't resist"
4382,scool,school
4383,scrilla,money
4384,scrt,secret
4385,scurred,scared
4386,sd,suck d**k
4387,sde,small d**k energy
4388,sdf^,shut da f**k up
4389,sdk,Software Development Kit
4390,sdlc,Software Development Life Cycle
4391,sec,second
4392,secks,sex
4393,secksea,Sexy
4394,secksy,sexy
4395,sed,said
4396,see through your eyes,stye
4397,seg,s**t Eatin Grin
4398,seks,sex
4399,sellin,selling
4400,seo,Search Engine Optimization
4401,serp,search engine results page
4402,sexc,sexy
4403,sexe,sexy
4404,sexi,Sexy
4405,sexii,sexy
4406,sexilicious,Very Sexy
4407,sexx0rz,sex
4408,sez,says
4409,sfam,Sister from another mother
4410,sfao,sorry for any offense
4411,sfe,safe
4412,sfh,So f**king Hot
4413,sfipmp,so funny I peed my pants
4414,sfm,so f**king much
4415,sfr,so f**king random
4416,sfs,so f**king stupid
4417,sfsg,So far so good
4418,sftbc,Sorry for the broad cast
4419,sfu,shut the f**k up
4420,sfw,safe for work
4421,sfwuz,safe for work until zoomed
4422,sfy,speak for yourself
4423,sfyl,sorry for your loss
4424,sg,so good
4425,sgb,straight/gay/bisexual
4426,sgbadq,Search google before asking dumb questions
4427,sgi,Still got it
4428,sgtm,sounds good to me
4429,sh,s**t happens
4430,shag,f**k
4431,shawty,girl
4432,shd,should
4433,shexi,sexy
4434,shexy,sexy
4435,shiat,s**t
4436,shiet,s**t
4437,shite,s**t
4438,shiz,s**t
4439,shizit,s**t
4440,shiznat,s**t
4441,shiznit,s**t
4442,shizz,s**t
4443,shizzle,s**t
4444,shld,should
4445,shmexy,sexy
4446,shmily,see how much i love you
4447,sho,sure
4448,sho'nuff,sure enough
4449,showin,showing
4450,shr,s**t happens right
4451,shrn,so hot right now
4452,sht,s**t
4453,shtf,s**t hits the fan
4454,shud,should
4455,shuddup,Shut Up
4456,shup,shut up
4457,shure,sure
4458,shut^,shut Up
4459,shwr,shower
4460,shyat,s**t
4461,shyt,s**t
4462,siao,school is almost over
4463,sibir,sibling in room
4464,sic,said in context
4465,sicl,sitting in chair laughing
4466,sif,as if
4467,sifn't,as if not
4468,SIFOCN,Sitting in front of computer naked
4469,sig,Signature
4470,siggy,Signature
4471,silf,Sister I'd Like To f**k
4472,simcl,sitting in my chair laughing
4473,simclmao,sitting in my chair laughing my ass off
4474,siol,Shout It Out Loud
4475,sis,sister
4476,sista,Sister
4477,sitb,sex in the but
4478,sitd,Still in the dark
4479,sitmf,say it to my face
4480,siu,suck it up
4481,siuya, shove it up your ass
4482,SJW,Social Justice Warrior
4483,sk,spawn kill
4484,sk8,skate
4485,sk8er,skater
4486,sk8ing,Skating
4487,sk8r,skater
4488,sk8ter,skater
4489,sk8tr,skater
4490,skb,should know better
4491,sked,schedule
4492,skeet,ejaculate
4493,skewl,school
4494,skhool,school
4495,skillz,skills
4496,skl,School
4497,skool,school
4498,skoul,school
4499,sktr,skater
4500,skwl,school
4501,sl4n,so long for now
4502,sleepin,sleeping
4503,sleepn,sleeping
4504,slf,sexy little f**k
4505,slgb,Straight/Lesbian/Gay/Bisexual
4506,slng,slang
4507,slo,slow
4508,slore,s**tty w***e
4509,slos,someone looking over shoulder
4510,slp,sleep
4511,slr,sorry late reply
4512,slt,something like that
4513,sl^t,s**t 
4514,sm,social media
4515,sm1,someone
4516,smb,see my blog
4517,smbd,suck my big d**k 
4518,smbt,Suck my big toe
4519,smc,suck my c**k
4520,smd,suck my d**k
4521,smdb,suck my d**k b***h
4522,Smdh,Shaking my damn head
4523,smdvq,suck my d**k quickly
4524,smeg,f**k
4525,smexy,sexy
4526,smf,stupid motherf**ker
4527,smfd,suck my f**king d**k
4528,smfpos,stupid mother f**king piece of s**t
4529,smh,shaking my head
4530,smhb,suck my hairy balls
4531,smhid,shaking my head in disgust
4532,smho,Screaming My Head Off
4533,SMHSTS,Shake My Head Side To Side
4534,smithwaws,Smack me in the head with a wooden spoon
4535,sml,screw my life
4536,smofo,stupid mother f**ker
4537,smst,somebody missed snack time
4538,smt,suck my tits
4539,smth,something
4540,smthin,something
4541,Smthn,Something 
4542,smthng,something
4543,smtm,sometime
4544,smto,Sticking My Tongue Out
4545,smtoay,Sticking my tongue out at you
4546,sn,screen name
4547,snafu,situation normal all f**ked up
4548,snafubar,Situation Normal All f**ked Up Beyond Any Recognition
4549,snes,Super Nintendo Entertainment System
4550,snew,what's new
4551,snf,so not fair
4552,snl,Saturday Night Live
4553,snm,say no more
4554,snog,kiss
4555,snogged,kissed
4556,soa,service oriented architecture 
4557,soab,son of a btch
4558,soad,system of a down
4559,soafb,son of a f**king b***h
4560,sob,son of a b***h
4561,sobs,"same, old, boring s**t"
4562,soc,Same old crap
4563,soe,service oriented enterprise
4564,sof,smile on face
4565,sofas,stepping out for a smoke
4566,sofs,same old f**king s**t
4567,soi,service oriented infrastructure
4568,sok,It's ok
4569,sokay,it's okay
4570,sol,s**t outta luck
4571,som'm,something
4572,som1,someone
4573,somadn,sitting on my ass doing nothing
4574,some1,someone
4575,soml,story of my life
4576,soo,So
4577,soobs,saggy boobs
4578,sool,s**t out of luck
4579,sooml,stay out of my lane
4580,sop,same old place
4581,sorg,Straight or Gay
4582,sorreh,sorry
4583,sorta,sort of
4584,sos,same old s**t
4585,sosdd,"same old s**t, different day"
4586,sosg,spouse over shoulder gone
4587,sot,suck on this
4588,sotc,stupid off topic crap
4589,sotr,sex on the road
4590,sow,statement of work
4591,sowi,sorry
4592,sowwy,sorry
4593,soz,sorry
4594,spk,speak
4595,spk2ul8r,Speak to you later
4596,sploits,exploits
4597,sploitz,exploits
4598,spos,stupid peace of s**t
4599,sprm,sperm
4600,sqtm,snickering quietly to myself
4601,srch,search
4602,srly,seriously
4603,sroucks,"that's cool, but it still sucks"
4604,srry,sorry
4605,srs,serious
4606,srsly,seriously
4607,srvis,Service
4608,sry,sorry
4609,srynd2g,sorry need to go
4610,srzly,seriously
4611,ss,screenshot
4612,ss4l,smoking sista for life
4613,ssdd,"same s**t, different day"
4614,ssdp,same s**t different pile
4615,ssia,subject says it all
4616,ssl,secure sockets layer
4617,ssob,stupid sons of b***hes
4618,ssry,so sorry
4619,sssd,Same s**t Same Day
4620,sswm,secrets safe with me
4621,st,Stop That
4622,st1,stoned
4623,st8,state
4624,stb,soon to be
4625,stbm,sucks to be me
4626,stbx,soon to be ex
4627,stby,sucks to be you
4628,std,sexually transmitted disease
4629,steamloller,Laughing. Alot.
4630,stfd,sit the f**k down
4631,stff,stuff
4632,stfm,search the f**king manual
4633,stfng,search the f**king news group
4634,stfu,shut the f**k up
4635,stfua,shut the f**k up already
4636,stfuah,shut the f**k up a**h**e
4637,stfuattdlagg,shut the f**k up and take that d**k like a good girl
4638,stfub,shut the f**k up b***h
4639,stfuda,Shut the f**k up dumb ass
4640,stfugbtw,shut the f**k up and get back to work
4641,stfun,Shut the f**k up n****r
4642,stfuogtfo,Shut the f**k up or get the f**k out.
4643,stfuppercut,shut the f**k up
4644,stfuyb,shut the f**k up you b***h
4645,stfuysoab,shut the f**k up you son of a b***h
4646,stfw,search the f**king web
4647,stg,swear to god
4648,sth,something
4649,sthing,something
4650,sthu,shut the hell up
4651,stm,smiling to myself
4652,stoopid,stupid
4653,stpd,stupid
4654,str8,straight
4655,str8up,straight up
4656,sts,so to speak
4657,stsp,Same Time Same Place
4658,stt,Same time tomorrow
4659,sttm,stop talking to me
4660,stufu,stupid f**ker
4661,stupd,stupid
4662,stw,share the wealth 
4663,stys,speak to you soon
4664,su,shut up
4665,sua,see you at
4666,suabq,shut up and be quiet
4667,suagooml,shut up and get out of my life
4668,suagtw,shut up and get to work
4669,suatmm,shut up and take my money
4670,Suiab,See you in a bit
4671,suib,shut up im busy
4672,suk,suck
4673,suka,Sucker
4674,sukz,sucks
4675,sul,see you later
4676,sum1,someone
4677,sumfin,Something
4678,summin,something
4679,Sumn,Something 
4680,sumone,someone
4681,sumthin',Something
4682,sumtin,something
4683,sup,what's up
4684,supa,super
4685,supposably,Supposedly
4686,sus,suspect
4687,susfu,"situation unchanged, still f**ked up"
4688,sut,see you tomorrow
4689,sutuct,so you think you can type
4690,sux,sucks
4691,sux0rz,sucks
4692,sux2bu,sucks to be you
4693,suxor,Sucks
4694,suxors,sucks
4695,suxorz,sucks
4696,suxx,sucks
4697,suxxor,sucks
4698,suyah,shut up you ass hole!
4699,svn,seven
4700,svu,special victims unit
4701,sw,so what
4702,swafk,sealed with a friendly kiss
4703,swak,sealed with a kiss
4704,swakaah,Sealed With A Kiss And A Hug
4705,swalk,sealed with a loving kiss
4706,swed,smoke weed every day
4707,swf,single white female
4708,swm,single white male
4709,swmbo,she who must be obeyed
4710,swmt,Stop Wasting My Time 
4711,swol,muscular
4712,swp,sorry wrong person
4713,swsw2b,single when she wants to be
4714,swt,sweet
4715,swtf,"seriously, what the f**k"
4716,sx,sex
4717,sxc,sexy
4718,sxcy,sexy
4719,sxe,straight edge
4720,sxi,sexy
4721,sxs,sex
4722,sxy,sexy
4723,sya,See you again.
4724,syatp,see you at the party
4725,sydim,stick your d**k in me
4726,sydlm,Shut your dirty little mouth
4727,sydm,shut your damn mouth
4728,syfm,shut your f**king mouth
4729,syiab,see you in a bit
4730,syiaf,see you in a few
4731,syl,see you later
4732,syl8r,see you later
4733,syll,see you later love
4734,sym,shut your mouth
4735,syoa,Save Your Own Ass
4736,syotbf,see you on the battlefield
4737,syrs,see ya real soon
4738,sys,see you soon
4739,sysadmin,system administrator 
4740,sysop,system operator
4741,syt,see you there
4742,sytycd,so you think you can dance 
4743,syu,sex you up
4744,sz,sorry
4745,SZN,season
4746,Tsm,Thanks so much
4747,BTE,Best Time Ever
4748,dtg,Days To Go
4749,t#3,the
4750,"t,ftfy","there, fixed that for you"
4751,t.t.y.l,Talk To You Later
4752,t/a,Try again
4753,t2b,time to blunt
4754,t2m,talk to me
4755,t2u,talking to you
4756,t2ul,talk to you later
4757,t2ul8r,talk to you later
4758,T2YL,Talk to You Later
4759,t3h,the
4760,t4a,thanks for asking
4761,t4m,Transgender for Male
4762,t8st,taste
4763,ta,thanks again
4764,taci,that's a crappy idea
4765,tafn,That's all for now
4766,taht,that
4767,tai,think about it
4768,taig,That's all I got. 
4769,tal,thanks a lot
4770,talkin,talking
4771,tanq,thank you
4772,tanstaafl,there ain't no such thing as a free lunch
4773,tard,ret*rd
4774,tarfu,things are really f**ked up
4775,tat,that
4776,tat2,tattoo
4777,tau,thinking about you
4778,taunch,te amo un chingo
4779,taw,Teachers are Watching
4780,tay,thinking about you
4781,tb,text back
4782,tb4u,too bad for you
4783,tba,to be anounced
4784,TBBH,To be brutally honest 
4785,tbc,To be continued
4786,tbch,to be completely honest
4787,tbd,to be decided
4788,tbf,to be fair
4789,tbfh,to be f**king honest
4790,tbfu,too bad for you
4791,tbh,to be honest
4792,tbhimo,to be honest in my opinion
4793,tbhwu,To be honest with you
4794,Tbhwy,To be honest with you
4795,tbnt,thanks but no thanks
4796,tbp,The Pirate Bay
4797,tbpfh,To be perfectly f**king honest
4798,tbph,To be perfectly honest
4799,tbqf,to be quite frank
4800,tbqh,to be quite honest
4801,tbss,too bad so sad
4802,tbt,throwback thursday
4803,tbtfh,to be totally freaking honest
4804,tbvh,to be very honest
4805,tbya,think before you act
4806,tc,take care
4807,tcfc,Too Close For Comfort
4808,tcfm,too cool for me
4809,tcg,Trading Card Game
4810,tchbo,Topic creater has been owned
4811,tcial,The cake is a lie
4812,tcoy,take care of yourself
4813,tcp,transmission control protocol
4814,tcp/ip,transmission control protocol/internet protocol
4815,td2m,talk dirty to me
4816,tddup,till death do us part
4817,tdf,To Die For
4818,tdl,Too Damn Lazy
4819,tdtm,Talk Dirty To Me
4820,tdtml,talk dirty to me later
4821,tdwdtg,The Devil Went Down To Georgia
4822,te,Team effort
4823,teh,the
4824,teotwawki,the end of the world as we know it
4825,terd,s**t
4826,tf2,Team Fortress 2
4827,tfa,the f**king article
4828,tfb,time for bed
4829,tfbundy,totaly f**ked but unfortunatly not dead yet
4830,tfc,Team Fortress Classic
4831,tfd,total f**king disaster
4832,tff,That's f**king Funny
4833,tffpd,too far from pay day
4834,tfft,thank f**k for that
4835,tffw,Too funny for words
4836,tfg,the former guy
4837,tfh,Thread from hell
4838,tfic,Tongue Firmly In Cheek
4839,tfiik,the f**k if i know
4840,tfl,Thanks For Looking
4841,tfln,thanx for last night
4842,tfm,too f**king much
4843,tfs,thanks for sharing
4844,tfta,thanks for the add
4845,tfti,thanks for the information
4846,tfu,that's f**ked up
4847,tfu2baw,time for you to buy a watch
4848,tfw,that feeling when
4849,tg,thank god
4850,tgfe,together forever
4851,tgfitw,The Greatest Fans In The World
4852,tgft,thank god for that
4853,tgfu,too good for you
4854,tgfuap,thank god for unanswered prayers
4855,tghig,thank god husband is gone
4856,tgif,thank god it's friday
4857,tgiff,thank god its f**king Friday
4858,tgis,thank god it's saturday
4859,tgiwjo,Thank God It Was Just Once
4860,tgsttttptct,thank God someone took the time to put this crap together
4861,tgtbt,Too Good To Be True
4862,tgwig,thank god wife is gone
4863,tgws,that goes without saying
4864,th4nk5,Thanks
4865,th@,that
4866,tha,the
4867,thang,thing
4868,thankies,Thank You
4869,thankx,thank you
4870,thanq,thank you
4871,thanx,thank you
4872,thar,there
4873,thatz,that's
4874,thicc,thick
4875,thku,thank you
4876,thn,then
4877,thnk,think
4878,thnks,Thanks
4879,thnx,thanks
4880,tho,though
4881,thot,that hoe over there
4882,thq,thank you
4883,thr,there
4884,thr4,therefore
4885,thru,through
4886,tht,that
4887,thwdi,thats how we do it
4888,thwy,the hell with you!
4889,thx,thank you
4890,thxx,thanks
4891,thz,thank you
4892,ti2o,that is too obious
4893,tia,thanks in advance
4894,tiafayh,Thanks in advance for all your help
4895,tiai,take it all in
4896,tias,Try It And See
4897,tiatwtcc,this is a trap word to catch copiers
4898,tif,this is fun
4899,tif2m,this is f**king 2 much
4900,tifs,this is funny s**t
4901,tifu,that is f**ked up
4902,tigger,tiger
4903,tiic,the idiots in control
4904,til,until
4905,tilf,Teenager I'd Like To f**k
4906,tinf,this is not fair
4907,tinla,this is not legal advice
4908,tinstaafl,There Is No Such Thing As A Free Lunch
4909,tioli,take it or leave it
4910,tis,is
4911,tisc,that is so cool
4912,tisfu,that is so f**ked up
4913,tisg,this is so gay
4914,tisly,that is so last year
4915,tisnf,that is so not fair
4916,tiss,This is some s**t
4917,tisw,that is so wrong
4918,tiw,teacher is watching
4919,tix,tickets
4920,tjb,thats just boring
4921,tk,team kill
4922,tk2ul,talk to you later
4923,tkd,Tae Kwon Do
4924,tker,team killer
4925,tks,thanks
4926,tku,thank you
4927,tl,Tough Luck
4928,"tl,dr",Too long; didn't read
4929,tl8r,talk later
4930,tl:dr,Too Long; Didn't Read
4931,tl; dr,To Long; Didn't read
4932,tl;dr,too long; didn't read
4933,tla,Three Letter Acronym
4934,tlc,tender loving care
4935,tld,told
4936,tldnr,"too long, did not read"
4937,tldr,"Too long, didn't read."
4938,tlgo,The list goes on
4939,tliwwv,this link is worthless without video
4940,tlk,talk
4941,tlk2me,talk to me
4942,tlk2ul8r,talk to you later
4943,tlkin,talking
4944,tlkn,talking
4945,tltpr,Too long to proof read.
4946,tlyk,to let you know
4947,tma,take my advice
4948,tmaai,tell me all about it
4949,tmai,tell me about it
4950,tmbi,tell me about it
4951,tmi,too much information
4952,tmk,to my knowledge
4953,tml,tell me later
4954,tmmrw,tomorrow
4955,tmmsoti,The Most Mysterious Song on the Internet
4956,tmnt,teenage mutant ninja turtles
4957,tmo,take me out
4958,tmoro,tomorrow
4959,tmoz,tomorrow
4960,tmp,Text my phone
4961,tmr,tomorrow
4962,tmr@ia,the monkeys are at it again
4963,tmrrw,tomorrow
4964,tmrw,Tomorrow
4965,tmrz,tomorrow
4966,tms,that makes sense
4967,tmsaisti,That's my story and I'm sticking to it.
4968,tmsg,tell me something good
4969,tmsidk,tell me somthing I don't know
4970,tmth,too much to handle
4971,tmtmo,text me tomorrow
4972,tmtoyh,Too Much Time On Your Hands
4973,tmtt,tell me the truth
4974,tmw,Too much work
4975,tmwfi,Take my word for it
4976,tmz,tomorrow
4977,tn1,trust no-one
4978,tna,tits and ass
4979,tnc,totally not cool
4980,tnf,That's Not Funny
4981,tnlnsl,Took nothing left nothing signed log
4982,tnmp,Totally not my problem
4983,tnomb,that's none of my business
4984,tnq,thank you
4985,tnx,thanks
4986,tnxz,thanks
4987,tob,teacher over back
4988,tofy,Thinking of You
4989,togtfooh,tits or get the f**k out of here
4990,toh,typing one handed
4991,tok,That's ok
4992,tok2ul8r,i'll talk to you later
4993,tolol,thinking of laughing out loud
4994,tomm,tommorow
4995,tomoro,tommorrow
4996,tomorrow,2moro
4997,tomoz,tomorrow
4998,tonite,tonight
4999,Tord,Truth or dare
5000,tos,terms of service
5001,totd,tip of the day
5002,totes,totally
5003,totl,total
5004,totm,top of the morning
5005,totp,talking on the phone
5006,totpd,top of the page dance
5007,tou,thinking of you
5008,toya,thinking of you always
5009,tp,toilet paper
5010,tpb,the pirate bay
5011,tpf,that's pretty funny 
5012,tpiwwp,this post is worthless without pictures
5013,tps,test procedure specification
5014,tptb,the powers that be
5015,tq,Thank You
5016,trani,transexual
5017,tranny,Transexual
5018,trble,trouble
5019,trd,tired
5020,trnsl8,translate
5021,trnsltr,translator
5022,troll,person who diliberately stirs up trouble
5023,tru,true
5024,Tryna,Trying to
5025,ts,talking s**t
5026,tsc,that's so cool
5027,tsff,thats so f**kin funny
5028,tsig,that site is gay
5029,tsl,The single life
5030,tsnf,that's so not fair
5031,TSRH,This s**t right here
5032,tss,That's so sweet
5033,tstoac,too stupid to own a computer
5034,tswc,tell someone who cares
5035,tt4n,ta ta for now
5036,ttbc,Try to be cool
5037,ttbomk,to the best o fmy knowledge
5038,ttc,text the cell
5039,ttf,that\'s too funny
5040,ttfaf,Through the Fire and Flames
5041,ttfn,ta ta for now
5042,ttg,Time to go
5043,tthb,try to hurry back
5044,ttihlic,try to imagine how little i care
5045,ttiuwiop,this thread is useless without pics
5046,ttiuwop,this thread is useless without pics
5047,ttiuwp,This Thread Is Useless Without Pictures
5048,ttiwwop,This thread is worthless without pics
5049,ttiwwp,this thread is worthless without pics
5050,ttl,total
5051,ttlly,totally
5052,ttly,totally
5053,ttm,talk to me
5054,ttml,talk to me later
5055,ttmn,Talk to me now
5056,ttmrn,talk to me right now
5057,ttms,talking to myself
5058,ttr,time to run
5059,ttrf,"That's the rules, f**ker"
5060,tts,text to speech
5061,ttt,to the top
5062,ttth,Talk To The Hand
5063,tttka,Time to totally kick ass 
5064,tttt,to tell the truth
5065,ttul,Talk To You Later
5066,ttul8r,Talk to you later
5067,ttus,talk to you soon
5068,ttut,Talk to you Tomorrow
5069,ttutt,to tell you the truth
5070,tty,Talk to You
5071,ttya,Thanks to you all
5072,ttyab,Talk to you after breakfast
5073,ttyad,Talk to you after Dinner
5074,ttyal,Talk to you after lunch
5075,ttyas,talk to you at school
5076,ttyiam,talk to you in a minute
5077,ttyitm,talk to you in the morning
5078,ttyl,talk to you later
5079,ttyl2,Talk to you later too
5080,ttyl8r,talk to you later
5081,ttylo,talk to you later on
5082,ttylt,talk to you later today
5083,ttyn,talk to you never
5084,ttyna,talk to you never again
5085,ttynl,talk to you never loser
5086,ttynw,talk to you next week
5087,ttyo,talk to you online
5088,ttyob,tend to your own business
5089,ttyotp,talk to you on the phone
5090,ttyrs,talk to you really soon
5091,ttys,talk to you soon
5092,ttyt,talk to you tomorrow
5093,ttytm,talk to you tomorrow
5094,ttytt,to tell you the truth
5095,ttyw,talk to you whenever
5096,ttywl,Talk to you way later
5097,tu,thank you
5098,tuff,tough
5099,tuh,to
5100,tul,text you later
5101,Tum,Tummy
5102,turnt,intoxicated
5103,tut,take your time
5104,tuvm,thank you very much
5105,tv,television
5106,tvm,thanks very much
5107,tw,Teacher Watching
5108,twajs,"That was a joke, son."
5109,twat,vagina
5110,twbc,that would be cool
5111,twdah,that was dumb as hell
5112,twf,That was funny
5113,twfaf,thats what friends are for
5114,twg,That was great
5115,twi,Texting While Intoxicated
5116,TWIF,That’s what I figured 
5117,twis,that's what I said
5118,twoh,typing with one hand
5119,tws2wa,That was so 2 weeks ago
5120,twss,That's what she said
5121,twsy,That was so yeterday
5122,TwT,time will tell
5123,twtr,twitter
5124,twttr,twitter
5125,twvsoy,that was very stupid of you
5126,twyl,Talk With You Later
5127,twyms,that's what your mom said
